perc_premium_paid_by_cash_credit,age_in_days,Income,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,mocked_target
0.072,25925.0,85920.0,99.83,7.0,0,1,3300.0,1.0,0
0.63,12789.0,180120.0,97.92,18.0,1,1,20100.0,1.0,1
0.019,19353.0,102410.0,98.75,15.0,0,0,5400.0,1.0,1
0.368,22638.0,90110.0,99.54,8.0,0,1,7500.0,1.0,1
0.305,13513.0,375120.0,98.96,14.0,2,1,13800.0,1.0,1
0.333,28479.0,210260.0,98.22,10.0,0,1,18000.0,1.0,0
0.081,12417.0,90090.0,99.74,14.0,0,1,1200.0,1.0,1
0.953,12419.0,135110.0,98.56,14.0,0,1,9600.0,1.0,1
0.106,12420.0,195040.0,99.21,6.0,2,1,11700.0,1.0,0
0.246,28840.0,271970.0,99.19,21.0,1,0,32700.0,1.0,1
0.041,27389.0,315080.0,99.7,6.0,0,1,20100.0,1.0,1
0.148,20449.0,106910.0,97.83,9.0,0,1,7500.0,1.0,1
0.08,19360.0,162580.0,98.97,9.0,0,0,11700.0,1.0,0
0.899,19718.0,159510.0,98.15,7.0,0,1,15900.0,1.0,0
0.25,17527.0,224250.0,98.23,11.0,3,1,3300.0,1.0,0
0.93,10230.0,84050.0,99.63,6.0,0,1,3300.0,0.0,0
0.583,24461.0,138930.0,98.47,15.0,1,1,5400.0,1.0,0
0.397,12052.0,182840.0,98.91,17.0,0,1,9600.0,1.0,1
0.599,13883.0,266460.0,99.5,12.0,0,1,18000.0,1.0,0
0.136,21910.0,132620.0,98.55,23.0,0,0,13800.0,1.0,0
0.111,19725.0,150150.0,99.24,9.0,2,0,13800.0,1.0,0
0.647,24460.0,500090.0,98.78,11.0,0,0,32700.0,1.0,0
0.323,18262.0,482550.0,99.29,9.0,0,0,24300.0,1.0,0
0.401,14975.0,255130.0,98.7,14.0,1,1,20100.0,1.0,1
0.376,21184.0,231080.0,99.56,9.0,0,1,11700.0,1.0,0
0.885,14243.0,54130.0,97.94,6.0,0,1,3300.0,1.0,0
0.024,29214.0,66120.0,99.85,7.0,0,0,7500.0,1.0,0
0.028,23001.0,360060.0,99.45,12.0,0,1,24300.0,1.0,1
0.035,17534.0,198600.0,99.39,11.0,4,1,9600.0,1.0,0
0.565,11323.0,108070.0,99.25,7.0,0,0,3300.0,1.0,0
0.499,18989.0,135070.0,98.28,10.0,2,0,13800.0,1.0,0
1.0,20080.0,97580.0,99.54,7.0,3,1,3300.0,1.0,0
0.005,12052.0,282150.0,99.76,8.0,0,1,18000.0,1.0,0
0.074,27749.0,90050.0,99.43,14.0,0,1,5400.0,1.0,1
0.218,20813.0,141040.0,99.05,9.0,1,1,5400.0,1.0,0
0.874,25198.0,135030.0,98.88,13.0,0,1,5400.0,1.0,0
0.927,17532.0,219050.0,98.95,9.0,1,1,18000.0,0.0,0
0.352,22637.0,1729590.0,99.22,11.0,0,0,60000.0,1.0,0
1.0,11327.0,40410.0,99.54,3.0,0,1,1200.0,1.0,1
0.12,12781.0,86310.0,98.43,9.0,0,1,5400.0,1.0,1
0.945,16431.0,279050.0,98.63,11.0,0,0,22200.0,0.0,1
0.278,15707.0,282610.0,99.21,19.0,0,1,26400.0,1.0,0
0.576,22643.0,306950.0,99.11,13.0,0,1,34800.0,1.0,1
0.01,20810.0,539280.0,99.17,24.0,1,1,26400.0,1.0,0
0.126,35047.0,240150.0,99.81,11.0,0,0,1200.0,1.0,1
0.205,17532.0,206400.0,99.01,8.0,3,1,11700.0,1.0,1
0.301,26286.0,187570.0,98.45,11.0,0,1,9600.0,1.0,0
1.0,11329.0,78650.0,99.89,2.0,2,1,9600.0,1.0,0
0.482,16072.0,360650.0,99.15,14.0,1,0,11700.0,1.0,0
0.145,10955.0,24080.0,98.81,8.0,1,0,5700.0,1.0,0
0.026,22635.0,240060.0,99.34,8.0,0,0,22200.0,1.0,0
0.044,17166.0,177060.0,99.59,7.0,0,0,3300.0,1.0,0
0.754,17167.0,333560.0,98.9,17.0,0,0,32700.0,1.0,1
0.279,16802.0,126110.0,98.94,20.0,0,1,7500.0,1.0,0
0.147,11326.0,104310.0,98.85,8.0,1,0,5400.0,1.0,0
0.0,21180.0,195080.0,99.28,12.0,2,0,13800.0,1.0,1
0.353,20087.0,122990.0,98.66,9.0,0,0,5400.0,1.0,1
0.041,20448.0,115980.0,98.06,7.0,2,1,5400.0,1.0,0
0.051,13520.0,60050.0,99.15,5.0,0,1,7500.0,1.0,1
0.055,19353.0,125010.0,99.57,18.0,0,0,9600.0,1.0,0
0.073,15343.0,243040.0,99.35,22.0,2,1,15900.0,1.0,0
0.545,17528.0,203050.0,99.32,11.0,0,1,13800.0,1.0,1
0.135,14979.0,185050.0,99.37,7.0,0,1,15900.0,1.0,0
0.0,21540.0,84270.0,99.09,9.0,0,0,5400.0,1.0,1
0.009,11327.0,210120.0,99.52,13.0,3,1,13800.0,1.0,0
0.41,23738.0,258050.0,99.68,9.0,1,1,15900.0,1.0,0
0.003,21180.0,232650.0,99.63,19.0,2,1,1200.0,1.0,0
0.763,13882.0,132980.0,98.42,10.0,0,1,9600.0,1.0,1
0.35,20449.0,199630.0,97.73,12.0,0,1,13800.0,1.0,1
1.0,8773.0,25020.0,99.22,3.0,0,0,5700.0,1.0,0
0.028,14972.0,210110.0,98.88,12.0,2,1,15900.0,1.0,1
0.229,23370.0,105030.0,97.84,16.0,0,0,5400.0,1.0,1
0.045,19354.0,150110.0,99.48,4.0,0,0,1200.0,1.0,0
0.02,17160.0,81120.0,99.08,14.0,2,0,5700.0,1.0,1
0.348,18255.0,372080.0,99.02,14.0,3,0,47400.0,1.0,1
0.879,11326.0,145140.0,97.22,17.0,2,1,9600.0,0.0,1
0.424,28112.0,141930.0,99.61,7.0,0,1,7500.0,1.0,0
0.022,24102.0,468110.0,99.44,18.0,0,1,15900.0,1.0,1
0.582,24832.0,84110.0,99.04,11.0,0,0,7500.0,1.0,0
0.511,22275.0,105030.0,98.35,18.0,0,1,5400.0,1.0,0
1.0,15336.0,70100.0,97.14,4.0,1,1,3300.0,1.0,1
0.996,12786.0,78220.0,99.21,10.0,1,1,5400.0,0.0,1
0.041,18257.0,162860.0,98.8,11.0,1,1,5400.0,1.0,0
0.539,11686.0,107540.0,99.56,10.0,0,0,5400.0,1.0,0
0.0,13517.0,192840.0,99.02,13.0,3,0,18000.0,1.0,0
0.985,16802.0,358810.0,99.07,10.0,2,1,22200.0,1.0,1
0.784,17169.0,312550.0,98.74,16.0,0,1,18000.0,1.0,1
1.0,8405.0,33140.0,99.15,5.0,0,0,1200.0,1.0,1
0.029,21909.0,69910.0,99.87,6.0,0,1,3300.0,1.0,0
0.153,16067.0,167520.0,99.31,14.0,0,0,7500.0,1.0,1
0.988,14247.0,150390.0,98.3,16.0,2,0,1200.0,0.0,0
1.0,19716.0,225040.0,98.14,9.0,2,1,13800.0,1.0,0
1.0,12054.0,24150.0,99.63,4.0,0,1,1200.0,1.0,1
0.062,19716.0,243970.0,99.57,7.0,2,0,11700.0,1.0,0
0.184,13877.0,300080.0,99.85,7.0,0,0,3300.0,1.0,0
0.925,18987.0,136550.0,98.47,12.0,0,0,9600.0,1.0,0
0.004,13518.0,200100.0,98.29,19.0,2,0,13800.0,1.0,1
0.031,16433.0,207520.0,99.32,12.0,3,1,11700.0,1.0,0
0.016,28480.0,249080.0,99.66,9.0,0,1,11700.0,1.0,0
0.024,25565.0,123060.0,99.4,15.0,0,1,1200.0,1.0,1
0.016,19725.0,465100.0,97.23,16.0,3,1,13800.0,1.0,0
0.123,23730.0,274430.0,99.53,14.0,0,1,32700.0,1.0,1
0.833,20455.0,140000.0,97.88,14.0,0,1,9600.0,1.0,0
1.0,19358.0,182730.0,98.56,10.0,2,1,5400.0,1.0,1
0.0,16438.0,143970.0,99.7,5.0,0,1,11700.0,0.0,0
0.102,13155.0,150070.0,98.02,8.0,2,0,3300.0,1.0,1
0.907,17891.0,1907750.0,99.84,9.0,0,1,13800.0,1.0,0
0.172,20455.0,251620.0,99.83,15.0,2,0,15900.0,0.0,1
0.0,31762.0,82570.0,99.89,8.0,0,1,1200.0,1.0,1
0.04,23374.0,470040.0,99.62,8.0,0,1,22200.0,1.0,0
0.095,25561.0,209230.0,98.45,11.0,1,0,9600.0,1.0,0
0.74,27015.0,112560.0,99.65,8.0,0,1,13800.0,1.0,0
0.029,23739.0,252150.0,99.39,17.0,0,1,13800.0,1.0,0
0.0,21549.0,165100.0,98.47,11.0,0,0,1200.0,1.0,1
0.0,11693.0,107610.0,99.47,7.0,0,1,5400.0,1.0,0
0.044,27016.0,225050.0,99.06,28.0,0,0,18000.0,1.0,1
0.716,13515.0,86630.0,98.55,9.0,1,0,5700.0,1.0,1
0.266,10231.0,69080.0,98.78,9.0,0,1,1200.0,1.0,0
0.768,11327.0,109520.0,98.26,9.0,0,1,5400.0,1.0,1
0.071,19718.0,414110.0,98.71,22.0,0,0,18000.0,1.0,1
0.209,11695.0,200040.0,99.24,9.0,1,1,7500.0,1.0,0
0.385,14978.0,285070.0,99.11,8.0,3,1,13800.0,1.0,0
0.555,20813.0,312300.0,98.79,30.0,3,1,13800.0,1.0,0
0.063,22641.0,174110.0,97.78,18.0,1,0,11700.0,1.0,0
0.235,20446.0,129130.0,99.15,7.0,0,1,7500.0,1.0,1
0.074,19724.0,77810.0,96.3,17.0,0,1,5400.0,1.0,0
0.295,21183.0,197910.0,98.79,15.0,0,1,7500.0,1.0,0
0.011,17166.0,150120.0,99.89,8.0,2,1,5400.0,1.0,0
0.044,12786.0,257560.0,99.46,8.0,2,1,5400.0,1.0,1
0.004,20447.0,423050.0,99.29,7.0,2,1,28500.0,1.0,0
0.343,15335.0,207580.0,98.88,9.0,2,1,11700.0,1.0,1
0.474,8406.0,76740.0,99.87,5.0,0,0,5400.0,1.0,0
0.124,15707.0,165820.0,98.55,13.0,2,1,9600.0,1.0,0
0.667,15338.0,281600.0,99.51,10.0,3,1,13800.0,1.0,1
0.037,9504.0,195040.0,99.89,4.0,0,0,13800.0,1.0,1
0.003,17895.0,200090.0,99.05,10.0,1,1,9600.0,1.0,1
0.055,13884.0,108770.0,99.64,6.0,0,0,5400.0,1.0,0
0.174,10962.0,105870.0,98.57,8.0,0,1,7500.0,1.0,0
0.065,28846.0,60120.0,99.86,7.0,0,0,5400.0,1.0,0
0.542,19720.0,200090.0,98.91,11.0,3,1,7500.0,1.0,1
0.0,12782.0,109290.0,99.01,5.0,0,1,7500.0,1.0,1
0.058,17900.0,162070.0,99.88,4.0,0,1,3300.0,1.0,0
0.004,28480.0,150150.0,99.89,6.0,0,1,7500.0,1.0,1
0.102,23366.0,321090.0,99.69,11.0,0,0,28500.0,1.0,0
0.594,23368.0,212590.0,96.1,21.0,0,0,13800.0,0.0,0
0.4,9505.0,75120.0,99.58,6.0,0,1,5400.0,1.0,0
0.088,20448.0,600090.0,99.65,16.0,0,1,32700.0,1.0,1
0.99,13152.0,157620.0,98.96,17.0,2,1,20100.0,0.0,0
0.097,28119.0,156830.0,99.64,22.0,0,0,5400.0,1.0,1
0.045,16797.0,180060.0,99.78,7.0,3,0,7500.0,1.0,1
0.105,19719.0,166510.0,99.31,10.0,3,1,7500.0,1.0,0
1.0,9140.0,43350.0,99.52,3.0,0,1,1200.0,1.0,0
0.319,24104.0,162700.0,99.43,9.0,1,1,5400.0,1.0,1
0.173,16431.0,300150.0,99.78,11.0,0,1,7500.0,1.0,0
0.064,20445.0,399630.0,99.52,12.0,2,0,18000.0,1.0,1
0.961,8400.0,108060.0,99.74,4.0,0,0,5700.0,1.0,0
1.0,14242.0,204580.0,99.72,3.0,1,0,5400.0,1.0,0
0.28,15710.0,162090.0,98.92,9.0,0,1,9600.0,1.0,0
0.856,14249.0,180080.0,99.07,6.0,0,0,7500.0,0.0,0
0.696,21541.0,324070.0,98.9,16.0,0,0,24300.0,1.0,1
0.404,20818.0,159820.0,98.79,15.0,0,1,11700.0,1.0,0
0.066,22641.0,270060.0,99.63,5.0,1,0,22200.0,1.0,1
0.197,13511.0,201110.0,99.07,7.0,1,0,5400.0,1.0,0
0.24,20815.0,75980.0,99.48,4.0,2,0,5700.0,1.0,0
0.683,13885.0,187560.0,98.56,7.0,0,1,5400.0,1.0,0
0.905,27021.0,224260.0,98.45,17.0,0,1,11700.0,1.0,0
0.119,23366.0,80100.0,99.73,8.0,1,0,5400.0,1.0,1
0.02,16073.0,123570.0,98.96,7.0,2,1,7500.0,1.0,1
0.004,8404.0,45090.0,99.38,6.0,0,0,5700.0,1.0,1
0.0,18258.0,325140.0,99.17,17.0,0,1,24300.0,1.0,1
0.064,18991.0,363180.0,99.07,17.0,0,0,18000.0,1.0,0
0.0,14250.0,327370.0,99.31,12.0,2,1,20100.0,1.0,1
0.063,10957.0,315120.0,99.89,3.0,0,1,9600.0,1.0,1
0.239,16805.0,171060.0,98.29,20.0,1,1,13800.0,1.0,1
0.019,19723.0,55880.0,96.75,18.0,2,1,3300.0,1.0,0
0.038,14971.0,282150.0,99.28,7.0,3,0,9600.0,1.0,0
0.018,18265.0,189090.0,99.37,12.0,2,1,11700.0,1.0,1
0.508,22643.0,204380.0,99.38,21.0,1,0,9600.0,1.0,1
0.101,18257.0,250130.0,99.1,13.0,1,0,18000.0,1.0,1
0.047,16798.0,219030.0,99.32,7.0,3,1,13800.0,1.0,1
0.794,18995.0,334850.0,98.67,51.0,0,0,9600.0,1.0,0
0.086,11694.0,171090.0,98.94,8.0,0,1,7500.0,1.0,1
0.624,20087.0,126990.0,97.95,11.0,1,0,7500.0,1.0,1
0.0,11692.0,105080.0,99.05,12.0,1,1,5400.0,1.0,1
0.109,14607.0,315030.0,99.42,19.0,0,1,3300.0,1.0,1
0.011,28842.0,390050.0,99.89,20.0,0,1,11700.0,1.0,1
0.001,18990.0,85790.0,99.53,6.0,0,1,5400.0,1.0,0
0.659,13885.0,270060.0,99.05,7.0,0,0,3300.0,1.0,1
0.834,16800.0,205640.0,98.95,20.0,2,0,7500.0,1.0,1
0.545,16437.0,234280.0,98.96,14.0,1,1,9600.0,0.0,1
0.0,18624.0,900110.0,99.54,11.0,2,1,57900.0,1.0,0
0.069,20452.0,357950.0,99.59,11.0,0,1,7500.0,1.0,0
0.0,17890.0,129060.0,99.4,7.0,0,1,7500.0,1.0,1
0.267,19716.0,337570.0,98.71,16.0,1,1,28500.0,1.0,0
0.545,10230.0,54140.0,97.56,15.0,0,1,3300.0,1.0,1
0.045,23735.0,142600.0,99.83,8.0,0,1,5400.0,1.0,0
0.144,16804.0,197300.0,99.89,3.0,0,0,5400.0,1.0,0
0.019,26651.0,46530.0,98.44,8.0,0,0,1200.0,1.0,0
0.644,22279.0,210140.0,99.1,14.0,0,1,1200.0,1.0,0
0.21,29212.0,315060.0,99.87,8.0,0,1,13800.0,1.0,1
0.231,16433.0,198840.0,99.06,13.0,0,0,11700.0,1.0,1
0.448,11692.0,165040.0,99.67,9.0,0,0,7500.0,1.0,0
0.0,18623.0,180030.0,98.81,9.0,1,1,13800.0,1.0,0
0.007,17531.0,288840.0,99.24,18.0,0,0,11700.0,1.0,0
0.14,24464.0,262650.0,97.59,12.0,0,1,13800.0,1.0,1
0.205,18627.0,330030.0,98.96,10.0,1,1,24300.0,1.0,0
0.85,19721.0,170310.0,99.08,8.0,0,1,9600.0,1.0,1
0.366,16438.0,90080.0,97.99,15.0,0,1,5400.0,1.0,1
0.024,31036.0,315050.0,99.6,18.0,0,1,22200.0,1.0,0
0.317,20452.0,77490.0,99.02,9.0,0,0,5400.0,1.0,0
1.0,11690.0,75150.0,97.74,11.0,0,0,7500.0,1.0,0
0.002,16435.0,275040.0,98.72,16.0,0,0,22200.0,1.0,0
0.02,11321.0,66100.0,98.33,6.0,0,0,1200.0,1.0,1
1.0,9132.0,48050.0,99.71,3.0,1,1,5700.0,1.0,1
0.118,20083.0,273040.0,98.94,8.0,2,1,15900.0,1.0,0
1.0,20447.0,198140.0,99.45,5.0,0,0,20100.0,0.0,1
0.503,19355.0,216070.0,99.62,12.0,0,1,15900.0,1.0,0
0.267,11692.0,300070.0,99.0,13.0,0,0,15900.0,1.0,1
0.06,10961.0,81120.0,99.32,20.0,0,1,5400.0,1.0,0
1.0,9137.0,126090.0,99.56,3.0,0,1,5400.0,1.0,0
0.022,28476.0,120070.0,99.78,19.0,0,1,5400.0,1.0,1
0.012,15702.0,106890.0,99.78,7.0,2,1,5700.0,0.0,1
0.0,17527.0,249800.0,99.55,10.0,1,1,13800.0,1.0,0
0.352,18986.0,201120.0,98.5,12.0,1,0,7500.0,1.0,0
0.008,31766.0,92040.0,99.89,8.0,0,1,7500.0,1.0,0
1.0,15345.0,331310.0,99.81,5.0,3,1,18000.0,1.0,1
0.569,19356.0,66110.0,98.61,9.0,0,1,5400.0,1.0,0
0.251,16435.0,238830.0,99.22,7.0,0,0,11700.0,1.0,1
0.019,14978.0,121580.0,98.49,10.0,0,0,9600.0,1.0,0
0.117,15342.0,162030.0,98.07,12.0,0,0,5400.0,1.0,0
0.015,31770.0,157700.0,98.36,21.0,0,1,5400.0,1.0,1
0.027,31400.0,315090.0,99.89,10.0,0,0,26400.0,1.0,1
0.137,20086.0,135050.0,98.92,13.0,1,1,9600.0,1.0,0
0.042,25927.0,103730.0,99.86,8.0,0,0,9600.0,1.0,1
0.0,15701.0,165060.0,98.82,9.0,0,0,3300.0,1.0,1
0.359,25930.0,66330.0,98.53,14.0,0,0,5400.0,1.0,0
0.084,17894.0,148840.0,99.42,14.0,1,1,9600.0,1.0,1
0.943,18985.0,189040.0,99.33,6.0,1,1,7500.0,1.0,1
0.006,23003.0,171030.0,99.89,14.0,1,1,9600.0,1.0,1
0.005,23003.0,121460.0,98.8,8.0,0,1,7500.0,1.0,1
0.023,24826.0,281760.0,99.89,8.0,0,1,18000.0,1.0,1
0.368,11322.0,138120.0,98.61,7.0,0,1,3300.0,1.0,0
0.102,8770.0,33100.0,99.86,9.0,0,1,1200.0,1.0,0
0.129,19356.0,300130.0,99.66,17.0,0,1,20100.0,1.0,0
0.572,18986.0,120070.0,98.83,11.0,2,0,7500.0,1.0,1
1.0,18624.0,316360.0,98.58,8.0,3,1,20100.0,0.0,0
0.022,14242.0,393800.0,99.13,12.0,1,1,18000.0,1.0,1
0.948,16067.0,65060.0,96.16,10.0,1,1,5700.0,1.0,1
1.0,11689.0,99060.0,99.64,3.0,2,1,1200.0,1.0,1
0.394,19719.0,265020.0,98.65,31.0,0,1,15900.0,1.0,1
0.059,10964.0,300040.0,98.75,13.0,1,1,15900.0,1.0,0
0.675,18986.0,272620.0,98.48,28.0,1,0,24300.0,1.0,1
0.389,23008.0,151320.0,98.57,11.0,1,1,5400.0,1.0,0
0.23,17168.0,280150.0,99.5,19.0,3,1,22200.0,1.0,1
0.253,14976.0,192900.0,98.8,8.0,3,1,11700.0,1.0,1
0.01,21915.0,82270.0,99.87,6.0,0,1,9600.0,1.0,1
0.717,10233.0,102130.0,99.47,5.0,0,1,9600.0,1.0,0
0.585,23370.0,162000.0,97.85,12.0,0,0,7500.0,1.0,1
0.123,18256.0,150780.0,99.8,7.0,1,1,3300.0,1.0,1
0.645,17160.0,104680.0,99.69,5.0,3,0,5400.0,1.0,0
0.049,31035.0,200040.0,99.88,6.0,0,1,9600.0,1.0,1
0.0,10596.0,97640.0,99.34,9.0,0,1,7500.0,1.0,0
0.014,28476.0,175850.0,99.6,15.0,1,1,11700.0,1.0,1
0.019,27018.0,182890.0,99.48,9.0,0,1,13800.0,1.0,1
0.553,13153.0,300150.0,98.76,9.0,0,1,20100.0,1.0,1
0.016,17165.0,75130.0,99.17,10.0,2,1,3300.0,1.0,1
0.058,24096.0,74220.0,98.87,10.0,0,0,5400.0,1.0,1
1.0,17534.0,77840.0,99.62,3.0,3,1,5700.0,1.0,1
0.013,13517.0,60120.0,98.79,14.0,0,0,3300.0,1.0,1
0.318,17895.0,98740.0,98.71,11.0,2,1,7500.0,1.0,1
0.06,17169.0,216480.0,99.71,13.0,1,1,11700.0,1.0,0
0.152,11322.0,125120.0,99.35,6.0,0,1,11700.0,1.0,1
0.016,28485.0,300130.0,99.7,22.0,1,1,13800.0,1.0,1
0.004,25921.0,150140.0,99.34,14.0,0,1,3300.0,1.0,0
0.019,18263.0,207260.0,99.38,13.0,0,0,9600.0,1.0,0
0.015,18623.0,120710.0,98.82,10.0,3,1,9600.0,1.0,1
0.693,12419.0,141780.0,99.62,13.0,0,1,9600.0,1.0,0
0.412,18989.0,101530.0,98.49,14.0,0,1,5400.0,1.0,0
0.456,18987.0,75320.0,99.64,11.0,0,0,5400.0,1.0,1
0.061,27389.0,190030.0,99.85,9.0,1,1,11700.0,1.0,1
0.312,22645.0,225150.0,99.24,12.0,0,1,7500.0,1.0,1
0.216,16432.0,375050.0,99.23,13.0,1,1,22200.0,1.0,1
0.005,21908.0,87100.0,99.64,7.0,0,1,5400.0,1.0,0
0.56,13884.0,150060.0,99.09,8.0,3,0,13800.0,1.0,0
0.108,18621.0,180150.0,97.98,16.0,0,1,7500.0,1.0,0
0.054,30305.0,99130.0,99.04,8.0,0,0,3300.0,1.0,0
0.262,26294.0,56330.0,98.64,17.0,0,0,5700.0,1.0,0
0.375,21176.0,75100.0,99.71,4.0,0,1,3300.0,1.0,0
0.023,26292.0,152420.0,99.26,5.0,0,1,11700.0,1.0,1
0.449,18624.0,382540.0,98.8,15.0,2,1,34800.0,1.0,0
1.0,14974.0,54720.0,99.32,3.0,2,1,3300.0,1.0,0
0.997,13878.0,155370.0,99.35,9.0,2,0,3300.0,1.0,0
0.212,11325.0,75070.0,99.51,8.0,0,1,3300.0,1.0,0
0.029,25929.0,210040.0,99.86,14.0,0,0,15900.0,1.0,0
0.136,19353.0,300110.0,99.46,5.0,0,1,13800.0,1.0,0
0.679,22276.0,195030.0,99.22,12.0,1,0,1200.0,1.0,0
0.001,21546.0,208590.0,99.36,23.0,0,1,7500.0,1.0,1
0.436,12421.0,68550.0,99.4,8.0,0,1,5700.0,1.0,1
0.128,22272.0,157080.0,99.06,15.0,0,0,13800.0,1.0,1
0.074,27754.0,180100.0,99.58,11.0,0,0,9600.0,1.0,0
0.96,19355.0,141100.0,99.05,8.0,1,1,11700.0,1.0,1
0.637,21914.0,339310.0,99.14,23.0,0,1,18000.0,1.0,0
0.165,24460.0,156080.0,99.83,6.0,0,1,11700.0,1.0,0
0.078,18260.0,300040.0,99.35,10.0,2,0,13800.0,1.0,0
0.363,12057.0,34910.0,98.74,6.0,3,1,3300.0,0.0,1
0.039,15706.0,210050.0,99.87,6.0,3,0,1200.0,1.0,0
0.092,17898.0,404460.0,99.08,18.0,2,0,39000.0,1.0,0
0.0,17170.0,318060.0,98.83,18.0,1,0,9600.0,1.0,0
0.032,23010.0,780130.0,99.68,16.0,0,1,39000.0,1.0,0
0.0,19351.0,275020.0,98.58,10.0,0,1,7500.0,1.0,0
0.077,17167.0,182580.0,98.97,8.0,3,1,9600.0,1.0,1
0.271,15703.0,81300.0,98.67,19.0,2,0,1200.0,1.0,1
0.145,15710.0,69030.0,99.43,7.0,3,0,1200.0,1.0,1
0.977,11692.0,204040.0,99.29,8.0,2,1,1200.0,1.0,1
0.242,22640.0,146150.0,99.07,6.0,2,1,5400.0,1.0,0
0.026,17169.0,274170.0,99.73,11.0,3,0,9600.0,1.0,0
0.109,14607.0,780090.0,99.69,8.0,3,1,43200.0,1.0,0
0.118,29938.0,179080.0,99.61,12.0,0,1,1200.0,1.0,0
0.018,26286.0,150110.0,99.89,5.0,0,1,11700.0,1.0,0
0.874,12783.0,102700.0,98.27,8.0,0,1,5400.0,1.0,1
0.847,11694.0,150330.0,99.3,7.0,3,0,9600.0,1.0,0
1.0,11694.0,100670.0,99.54,3.0,3,0,3300.0,1.0,0
0.022,24098.0,217610.0,99.28,8.0,0,0,18000.0,1.0,1
0.068,9132.0,115070.0,99.59,8.0,0,0,9600.0,1.0,0
0.182,23007.0,162890.0,99.1,13.0,1,1,3300.0,1.0,0
0.046,13885.0,66110.0,98.22,10.0,0,1,5400.0,1.0,1
0.0,17165.0,120050.0,99.04,9.0,0,1,9600.0,1.0,0
0.044,12780.0,184870.0,99.02,10.0,1,1,18000.0,1.0,1
1.0,10955.0,195080.0,99.59,4.0,1,0,13800.0,1.0,0
0.009,16440.0,181920.0,99.02,8.0,0,1,5400.0,1.0,1
0.496,17890.0,110040.0,99.07,8.0,1,1,9600.0,1.0,1
0.001,27018.0,185110.0,99.7,9.0,0,0,13800.0,1.0,1
0.31,16799.0,53580.0,98.81,8.0,0,1,5700.0,1.0,0
0.046,29571.0,176830.0,99.31,15.0,1,0,1200.0,1.0,1
0.277,13516.0,90050.0,99.54,12.0,0,0,5400.0,1.0,1
0.003,22643.0,222030.0,99.2,18.0,0,1,20100.0,1.0,0
0.151,14610.0,49530.0,99.79,5.0,0,1,1200.0,1.0,1
0.106,12417.0,212580.0,97.81,9.0,0,1,11700.0,1.0,1
0.246,20449.0,615110.0,99.41,8.0,1,0,47400.0,1.0,0
0.032,11693.0,198780.0,99.83,5.0,0,0,1200.0,1.0,1
0.557,19353.0,600150.0,99.33,23.0,1,0,28500.0,1.0,0
0.051,18621.0,45120.0,95.63,11.0,0,1,5700.0,1.0,1
0.015,17899.0,148140.0,99.46,13.0,0,1,11700.0,1.0,0
0.082,15703.0,188160.0,99.35,19.0,2,1,9600.0,1.0,1
1.0,15336.0,115580.0,99.64,3.0,2,0,7500.0,0.0,0
0.789,22279.0,159070.0,98.62,10.0,2,1,1200.0,1.0,1
0.123,14243.0,105090.0,97.89,14.0,2,1,7500.0,1.0,1
0.032,20818.0,186050.0,98.52,11.0,0,1,7500.0,1.0,1
0.763,12421.0,170770.0,99.23,8.0,0,0,7500.0,1.0,1
0.962,23001.0,190710.0,99.23,7.0,0,1,13800.0,1.0,0
0.016,21177.0,370050.0,99.88,5.0,1,1,3300.0,1.0,0
0.192,17891.0,114880.0,98.96,12.0,3,1,7500.0,1.0,1
0.129,18991.0,360110.0,99.86,8.0,3,1,20100.0,1.0,0
0.0,16433.0,252620.0,99.33,12.0,0,0,3300.0,1.0,1
0.024,28476.0,120540.0,99.86,8.0,0,1,9600.0,1.0,0
0.121,13511.0,285130.0,99.43,20.0,1,1,11700.0,1.0,0
0.859,18263.0,144080.0,96.92,18.0,1,1,9600.0,1.0,0
0.001,11320.0,180070.0,99.52,15.0,0,1,7500.0,1.0,0
0.16,12053.0,275090.0,99.57,11.0,3,1,18000.0,1.0,1
0.673,11695.0,180130.0,99.25,10.0,0,1,1200.0,1.0,0
0.377,13513.0,115210.0,99.63,6.0,2,0,13800.0,1.0,1
0.236,21182.0,184070.0,97.86,19.0,0,1,9600.0,1.0,0
0.266,17900.0,1200080.0,99.49,18.0,3,0,9600.0,1.0,0
0.188,12052.0,200730.0,99.11,12.0,2,0,9600.0,1.0,1
1.0,20085.0,42050.0,99.34,3.0,0,1,5700.0,1.0,0
0.903,15344.0,319270.0,99.6,8.0,2,1,15900.0,1.0,0
0.552,20090.0,54040.0,99.12,9.0,1,1,7500.0,0.0,0
0.028,13145.0,156040.0,99.67,10.0,0,1,7500.0,1.0,1
0.03,10960.0,210030.0,99.63,11.0,0,1,9600.0,1.0,0
0.837,18992.0,86530.0,96.55,14.0,1,0,3300.0,1.0,1
0.049,14980.0,300040.0,98.59,19.0,0,0,15900.0,1.0,0
0.0,14974.0,60100.0,95.12,9.0,3,0,3300.0,1.0,1
0.213,15340.0,300100.0,98.72,8.0,3,1,3300.0,1.0,1
0.147,12783.0,195100.0,99.83,7.0,3,1,7500.0,1.0,0
0.264,9140.0,85080.0,99.33,14.0,0,0,3300.0,1.0,0
0.009,20449.0,62560.0,98.14,8.0,0,0,3300.0,1.0,1
